Bulletin Review ID,Review Date,Previous Business Date,Depository,Bulletin ID,Depository Event ID,Report Type,Event Type,Sub Event Type,Release Type,CA Type,Security Name,Security Code,CUSIP,ISIN,SEDOL,Holder Check Performed Flag,Holder Check System,Holder Count,No Holders Flag,No Security Code Flag,Added To VES Flag,Added To No Holders Report Flag,Existing VES Record Flag,VES Status,VES New/Update Indicator,Input Date Updated Flag,Extension Required Flag,Update Required Flag,FIO Flag,TNA Flag,Forwarded To Processing Officer Flag,Forwarded To Publishing Officer Flag,Forwarded To Shareholder Services Flag,Routed To Mandatory Team Flag,Comment,Font Colour Indicator,Email Distribution Required Flag
BR-0080220,2025-08-22,2025-08-21,CDS,BUL-CDS-857026,DEP-09000111,CDS Daily Bulletin,Consent Solicitation,,Final,V,Umbra Technology SE,S970784,MD17LCOGJ,BMMD17LCOGJ6,2NZR91C,Y,RCM,1465,N,N,N,N,Y,Closed,Update,N,Y,Y,Y,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,Y
BR-0080221,2025-08-24,2025-08-23,CDS,BUL-CDS-559223,DEP-09000111,CDS Daily Bulletin,Consent Solicitation,,Initial,G,Umbra Technology SE,S970784,MD17LCOGJ,BMMD17LCOGJ6,2NZR91C,Y,Broadridge,1464,N,N,N,N,Y,Closed,Update,N,Y,Y,Y,N,Y,Y,N,N,Holder check confirms population.,Blue,N
BR-0080222,2025-08-04,2025-08-03,Euroclear,BUL-Euroclear-371589,DEP-09000112,Euroclear Daily Notice,Exchange Offer,,Update,,Oakhill Media SE,S952865,2J5ZV2ZU7,US2J5ZV2ZU77,GWSJXSY,Y,RCM,2078,N,N,Y,N,N,Closed,New,N,Y,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Red,Y
BR-0080223,2026-04-21,2026-04-20,Euroclear,BUL-Euroclear-131233,DEP-09000113,Euroclear Daily Notice,Dutch Auction,,Final,,Umbra Energy AG,S843399,BR0KI3125,KYBR0KI31252,2318X2N,Y,REOR,168,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Black,N
BR-0080224,2026-01-04,2026-01-03,I&TS,BUL-I&TS-849439,DEP-09000114,PDF Binder,Convertible Debenture Conversion,,Update,,Brightcap Bio Inc,S811067,M9AN33RDP,KYM9AN33RDP6,B0GSJSY,Y,DSNet,810,N,N,Y,N,N,On Hold,New,N,N,N,N,N,Y,Y,Y,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Blue,Y
BR-0080225,2026-02-06,2026-02-05,DTC,BUL-DTC-522428,DEP-09000115,RPA Create with Position,Tender Offer,,Final,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,REOR,3162,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Black,Y
BR-0080226,2026-02-18,2026-02-17,DTC,BUL-DTC-704278,DEP-09000115,RPA Updated with Position,Tender Offer,,Update,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,REOR,3158,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Blue,N
BR-0080227,2026-02-17,2026-02-16,DTC,BUL-DTC-365832,DEP-09000115,RPA Updated with Position,Tender Offer,,Final,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,Broadridge,3164,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,Y,Document package received from offeror.,Black,N
BR-0080228,2025-10-24,2025-10-23,CDS,BUL-CDS-251145,DEP-09000116,CDS Daily Bulletin,Early Tender Offer,,Initial,M,Zephyr Resources NV,S387935,UMVU05V6P,KYUMVU05V6P4,RZSBMD2,Y,DSNet,0,Y,N,Y,Y,N,Pending,New,N,N,N,N,N,N,N,N,N,Holder check confirms population.,Black,Y
BR-0080229,2025-11-25,2025-11-24,I&TS,BUL-I&TS-221058,DEP-09000117,Macro-Created Report,Monthly Redemption Privilege,,Initial,,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,609DWS0,Y,RCM,3461,N,N,Y,N,N,On Hold,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Blue,Y
BR-0080230,2025-12-06,2025-12-05,I&TS,BUL-I&TS-560360,DEP-09000117,Macro-Created Report,Monthly Redemption Privilege,,Initial,,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,609DWS0,Y,REOR,3458,N,N,N,N,Y,On Hold,Update,N,N,Y,N,N,Y,Y,N,N,Document package received from offeror.,Red,N
BR-0080231,2025-12-05,2025-12-04,I&TS,BUL-I&TS-129999,DEP-09000117,PDF Binder,Monthly Redemption Privilege,,Initial,,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,609DWS0,Y,RCM,3461,N,N,N,N,Y,On Hold,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Black,Y
BR-0080232,2025-06-14,2025-06-13,CDS,BUL-CDS-218370,DEP-09000118,CDS Daily Bulletin,Consent Solicitation,,Update,G,Zephyr Communications Ltd,S805462,AM9642FPF,CAAM9642FPF1,ZJLTR26,Y,RCM,1377,N,N,Y,N,N,On Hold,New,N,Y,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,Y
BR-0080233,2026-03-23,2026-03-22,I&TS,BUL-I&TS-746329,DEP-09000119,Email Attachment,Cease Trade Notice,,Initial,,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,MLV5YMN,Y,Broadridge,449,N,N,Y,N,N,Released,New,N,N,N,N,Y,Y,Y,N,N,No holders identified; archived to NHR.,Black,N
BR-0080234,2026-04-05,2026-04-04,I&TS,BUL-I&TS-660813,DEP-09000119,Excel Conversion,Cease Trade Notice,,Initial,,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,MLV5YMN,Y,DSNet,445,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,Y,N,Holder check confirms population.,Red,N
BR-0080235,2026-04-01,2026-03-31,I&TS,BUL-I&TS-196525,DEP-09000119,Email Attachment,Cease Trade Notice,,Final,,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,MLV5YMN,Y,DSNet,444,N,N,N,N,Y,Released,Update,N,N,Y,Y,N,Y,Y,N,N,Holder check confirms population.,Red,N
BR-0080236,2025-11-05,2025-11-04,Euroclear,BUL-Euroclear-544654,DEP-09000120,Euroclear Daily Notice,Exchange Offer,,Initial,,Meadowfield Pharmaceuticals Corp,S748889,PXPZ4C5PL,GBPXPZ4C5PL8,FS3CY22,Y,DSNet,1850,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Green,N
BR-0080237,2025-09-07,2025-09-06,I&TS,BUL-I&TS-292023,DEP-09000121,Excel Conversion,Late Tender Offer,,Initial,,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,WQFP206,Y,DSNet,661,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,N
BR-0080238,2025-09-19,2025-09-18,I&TS,BUL-I&TS-213362,DEP-09000121,Macro-Created Report,Late Tender Offer,,Initial,,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,WQFP206,Y,DSNet,659,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,,Green,N
BR-0080239,2025-09-14,2025-09-13,I&TS,BUL-I&TS-847737,DEP-09000121,Macro-Created Report,Late Tender Offer,,Initial,,Evergreen Bank AG,S086943,WJ0U8M084,BMWJ0U8M0845,WQFP206,Y,DSNet,657,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Red,Y
BR-0080240,2025-08-12,2025-08-11,Euroclear,BUL-Euroclear-957646,DEP-09000122,Euroclear Daily Notice,Exchange Offer,,Initial,,Juniper Mining plc,S007795,IOQSTII9A,CAIOQSTII9A6,3R3D9YG,Y,Broadridge,2236,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Black,Y
BR-0080241,2025-08-21,2025-08-20,Euroclear,BUL-Euroclear-876497,DEP-09000122,Euroclear Daily Notice,Exchange Offer,,Initial,,Juniper Mining plc,S007795,IOQSTII9A,CAIOQSTII9A6,3R3D9YG,Y,Broadridge,2238,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,Y
BR-0080242,2025-07-03,2025-07-02,Euroclear,BUL-Euroclear-773633,DEP-09000123,Euroclear Daily Notice,Warrant Exercise,,Update,,Ironbridge Resources NV,S472726,I8OKQ4R2E,USI8OKQ4R2E2,VSR15NX,Y,DSNet,2498,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Green,N
BR-0080243,2025-07-09,2025-07-08,Euroclear,BUL-Euroclear-518317,DEP-09000123,Euroclear Daily Notice,Warrant Exercise,,Initial,,Ironbridge Resources NV,S472726,I8OKQ4R2E,USI8OKQ4R2E2,VSR15NX,Y,RCM,2501,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,Y
BR-0080244,2026-01-19,2026-01-18,DTC,BUL-DTC-715132,DEP-09000124,RPA Create with Position,Cease Trade Notice,,Initial,,Westmark Communications Inc,S571551,VXFZTXI76,CAVXFZTXI763,G6W6ZBW,Y,DSNet,3142,N,N,N,N,N,Cancelled,New,N,N,N,N,Y,Y,Y,N,N,Update reflects revised expiry from depository.,Black,N
BR-0080245,2026-01-20,2026-01-19,DTC,BUL-DTC-615040,DEP-09000124,Declared Payable Redemptions,Cease Trade Notice,,Final,,Westmark Communications Inc,S571551,VXFZTXI76,CAVXFZTXI763,G6W6ZBW,Y,Broadridge,3138,N,N,N,N,Y,Cancelled,Update,N,Y,Y,N,N,Y,Y,Y,N,Holder check confirms population.,Blue,N
BR-0080246,2026-03-08,2026-03-07,DTC,BUL-DTC-868555,DEP-09000125,RPA Updated with Position,Monthly Redemption Privilege,,Initial,,Aldergrove Holdings AG,S962876,LSYULWI29,USLSYULWI294,BFF4LFS,Y,Broadridge,2171,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Blue,N
BR-0080247,2026-03-13,2026-03-12,DTC,BUL-DTC-458919,DEP-09000125,RPA Updated with Position,Monthly Redemption Privilege,,Initial,,Aldergrove Holdings AG,S962876,LSYULWI29,USLSYULWI294,BFF4LFS,Y,DSNet,2174,N,N,N,N,Y,Released,Update,N,Y,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Red,Y
BR-0080248,2025-09-01,2025-08-31,I&TS,BUL-I&TS-567629,DEP-09000126,Email Attachment,Annual Redemption Privilege,,Update,,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Y,Broadridge,748,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Blue,N
BR-0080249,2025-09-05,2025-09-04,I&TS,BUL-I&TS-525636,DEP-09000126,Macro-Created Report,Annual Redemption Privilege,,Final,,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Y,RCM,751,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Blue,Y
BR-0080250,2025-09-11,2025-09-10,I&TS,BUL-I&TS-188413,DEP-09000126,PDF Binder,Annual Redemption Privilege,,Initial,,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Y,DSNet,748,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Red,Y
BR-0080251,2025-06-21,2025-06-20,Euroclear,BUL-Euroclear-344645,DEP-09000127,Euroclear Daily Notice,Odd Lot Offer,,Final,,Cedarwood Resources SE,S016798,NIM4FYJ1L,BMNIM4FYJ1L8,MBTJW2S,Y,RCM,3456,N,N,Y,N,N,Released,New,N,N,N,N,Y,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Blue,N
BR-0080252,2025-06-26,2025-06-25,Euroclear,BUL-Euroclear-694073,DEP-09000127,Euroclear Daily Notice,Odd Lot Offer,,Initial,,Cedarwood Resources SE,S016798,NIM4FYJ1L,BMNIM4FYJ1L8,MBTJW2S,Y,RCM,3458,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Black,Y
BR-0080253,2025-07-03,2025-07-02,Euroclear,BUL-Euroclear-334566,DEP-09000127,Euroclear Daily Notice,Odd Lot Offer,,Initial,,Cedarwood Resources SE,S016798,NIM4FYJ1L,BMNIM4FYJ1L8,MBTJW2S,Y,RCM,3452,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Green,Y
BR-0080254,2025-09-20,2025-09-19,CDS,BUL-CDS-971527,DEP-09000128,CDS Daily Bulletin,Annual Redemption Privilege,,Update,V,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,CV67SBT,Y,Broadridge,2252,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Red,Y
BR-0080255,2025-09-29,2025-09-28,CDS,BUL-CDS-234282,DEP-09000128,CDS Daily Bulletin,Annual Redemption Privilege,,Initial,G,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,CV67SBT,Y,RCM,2254,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Blue,N
BR-0080256,2025-10-02,2025-10-01,CDS,BUL-CDS-764326,DEP-09000128,CDS Daily Bulletin,Annual Redemption Privilege,,Initial,V,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,CV67SBT,Y,Broadridge,2250,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Red,N
BR-0080257,2025-07-22,2025-07-21,CDS,BUL-CDS-780136,DEP-09000129,CDS Daily Bulletin,Exchange Offer,,Update,G,Zephyr Energy plc,S442368,88CJZY7SJ,US88CJZY7SJ5,N4297G1,Y,DSNet,431,N,N,Y,N,N,Released,New,N,Y,N,N,N,Y,Y,Y,N,No holders identified; archived to NHR.,Green,Y
BR-0080258,2025-07-28,2025-07-27,CDS,BUL-CDS-115942,DEP-09000129,CDS Daily Bulletin,Exchange Offer,,Initial,V,Zephyr Energy plc,S442368,88CJZY7SJ,US88CJZY7SJ5,N4297G1,Y,RCM,430,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,Y,N,Holder check confirms population.,Green,N
BR-0080259,2026-04-01,2026-03-31,Euroclear,BUL-Euroclear-340057,DEP-09000130,Euroclear Daily Notice,Warrant Exercise,,Initial,,Evergreen Communications AG,S771436,1WTM0Q9K8,GB1WTM0Q9K87,GFM2M2V,Y,Broadridge,1415,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,,Red,N
BR-0080260,2026-04-13,2026-04-12,Euroclear,BUL-Euroclear-512217,DEP-09000130,Euroclear Daily Notice,Warrant Exercise,,Final,,Evergreen Communications AG,S771436,1WTM0Q9K8,GB1WTM0Q9K87,GFM2M2V,Y,DSNet,1417,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Blue,N
BR-0080261,2026-04-16,2026-04-15,Euroclear,BUL-Euroclear-861306,DEP-09000130,Euroclear Daily Notice,Warrant Exercise,,Initial,,Evergreen Communications AG,S771436,1WTM0Q9K8,GB1WTM0Q9K87,GFM2M2V,Y,REOR,1419,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,,Blue,Y
BR-0080262,2025-11-01,2025-10-31,Euroclear,BUL-Euroclear-197379,DEP-09000131,Euroclear Daily Notice,Consent Exchange Offer,,Final,,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,2TDRVMN,Y,REOR,1739,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,Y
BR-0080263,2025-11-04,2025-11-03,Euroclear,BUL-Euroclear-273365,DEP-09000131,Euroclear Daily Notice,Consent Exchange Offer,,Initial,,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,2TDRVMN,Y,REOR,1740,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Red,N
BR-0080264,2025-11-11,2025-11-10,Euroclear,BUL-Euroclear-131422,DEP-09000131,Euroclear Daily Notice,Consent Exchange Offer,,Initial,,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,2TDRVMN,Y,REOR,1740,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Red,N
BR-0080265,2026-04-25,2026-04-24,DTC,BUL-DTC-546467,DEP-09000132,RPA Create with Position,Consent Solicitation,,Final,,Westmark Bank NV,S883721,MX4MUPO3Z,GBMX4MUPO3Z9,KWN2Q2L,Y,DSNet,1856,N,N,Y,N,N,Released,New,N,Y,N,N,N,Y,Y,Y,N,,Black,N
BR-0080266,2026-05-01,2026-04-30,DTC,BUL-DTC-506353,DEP-09000132,RPA Updated with Position,Consent Solicitation,,Initial,,Westmark Bank NV,S883721,MX4MUPO3Z,GBMX4MUPO3Z9,KWN2Q2L,Y,RCM,1861,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Blue,N
BR-0080267,2026-05-07,2026-05-06,DTC,BUL-DTC-670893,DEP-09000132,RPA Create with Position,Consent Solicitation,,Update,,Westmark Bank NV,S883721,MX4MUPO3Z,GBMX4MUPO3Z9,KWN2Q2L,Y,Broadridge,1858,N,N,N,N,Y,Released,Update,N,N,Y,N,Y,Y,Y,Y,Y,Document package received from offeror.,Blue,N
BR-0080268,2026-05-10,2026-05-09,CDS,BUL-CDS-185250,DEP-09000133,CDS Daily Bulletin,Consent Solicitation,,Initial,MWO,Cedarwood Resources plc,S016773,YPFVBESJE,KYYPFVBESJE9,L678WMN,Y,Broadridge,632,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Green,N
BR-0080269,2026-05-21,2026-05-20,CDS,BUL-CDS-471666,DEP-09000133,CDS Daily Bulletin,Consent Solicitation,,Initial,MWO,Cedarwood Resources plc,S016773,YPFVBESJE,KYYPFVBESJE9,L678WMN,Y,RCM,631,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,Y,N,Document package received from offeror.,Green,N
BR-0080270,2026-05-14,2026-05-13,CDS,BUL-CDS-929518,DEP-09000133,CDS Daily Bulletin,Consent Solicitation,,Update,M,Cedarwood Resources plc,S016773,YPFVBESJE,KYYPFVBESJE9,L678WMN,Y,Broadridge,635,N,N,N,N,Y,Pending,Update,N,Y,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Blue,Y
BR-0080271,2025-09-24,2025-09-23,CDS,BUL-CDS-184676,DEP-09000134,CDS Daily Bulletin,Early Tender Offer,,Final,V,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Y,DSNet,3009,N,N,Y,N,N,Released,New,N,N,N,Y,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Blue,Y
BR-0080272,2026-04-12,2026-04-11,I&TS,BUL-I&TS-755528,DEP-09000135,Email Attachment,Exchange Offer,,Update,,Evergreen Resources SA,S975462,9H1OJJ39V,BM9H1OJJ39V9,ZZQPH3R,Y,RCM,1142,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Red,Y
BR-0080273,2026-04-27,2026-04-26,I&TS,BUL-I&TS-270762,DEP-09000135,PDF Binder,Exchange Offer,,Final,,Evergreen Resources SA,S975462,9H1OJJ39V,BM9H1OJJ39V9,ZZQPH3R,Y,RCM,1141,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Red,N
BR-0080274,2026-04-21,2026-04-20,I&TS,BUL-I&TS-883703,DEP-09000135,Macro-Created Report,Exchange Offer,,Final,,Evergreen Resources SA,S975462,9H1OJJ39V,BM9H1OJJ39V9,ZZQPH3R,Y,DSNet,1141,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,,Blue,N
BR-0080275,2025-07-25,2025-07-24,Euroclear,BUL-Euroclear-261630,DEP-09000136,Euroclear Daily Notice,Cease Trade Notice,,Initial,,Doverpoint Logistics SE,S477620,65E1CH6RA,GB65E1CH6RA3,VD35GZV,Y,REOR,0,Y,N,Y,Y,N,Released,New,N,N,N,N,N,N,N,N,N,Document package received from offeror.,Red,N
BR-0080276,2025-07-31,2025-07-30,Euroclear,BUL-Euroclear-800825,DEP-09000136,Euroclear Daily Notice,Cease Trade Notice,,Initial,,Doverpoint Logistics SE,S477620,65E1CH6RA,GB65E1CH6RA3,VD35GZV,Y,RCM,0,Y,N,N,Y,Y,Released,Update,N,N,Y,Y,N,N,N,N,N,No holders identified; archived to NHR.,Green,N
BR-0080277,2025-08-02,2025-08-01,Euroclear,BUL-Euroclear-210710,DEP-09000136,Euroclear Daily Notice,Cease Trade Notice,,Update,,Doverpoint Logistics SE,S477620,65E1CH6RA,GB65E1CH6RA3,VD35GZV,Y,REOR,0,Y,N,N,Y,Y,Released,Update,N,N,Y,N,N,N,N,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,N
BR-0080278,2025-11-12,2025-11-11,CDS,BUL-CDS-579934,DEP-09000137,CDS Daily Bulletin,Mini-Tender,,Initial,G,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Y,Broadridge,1521,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Black,N
BR-0080279,2025-11-20,2025-11-19,CDS,BUL-CDS-540660,DEP-09000137,CDS Daily Bulletin,Mini-Tender,,Initial,V,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Y,DSNet,1521,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,Y,N,Holder check confirms population.,Blue,N
BR-0080280,2025-11-17,2025-11-16,CDS,BUL-CDS-566956,DEP-09000137,CDS Daily Bulletin,Mini-Tender,,Initial,V,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Y,RCM,1516,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Red,N
BR-0080281,2026-02-21,2026-02-20,DTC,BUL-DTC-938209,DEP-09000138,Declared Payable Redemptions,Warrant Redemption,,Final,,Ironbridge Bio AG,S037639,RBSOBVMN5,KYRBSOBVMN59,ZN7JLT2,Y,DSNet,975,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Red,Y
BR-0080282,2026-02-27,2026-02-26,DTC,BUL-DTC-699390,DEP-09000138,RPA Updated with Position,Warrant Redemption,,Initial,,Ironbridge Bio AG,S037639,RBSOBVMN5,KYRBSOBVMN59,ZN7JLT2,Y,REOR,978,N,N,N,N,Y,Released,Update,N,N,Y,N,Y,Y,Y,N,N,Holder check confirms population.,Blue,N
BR-0080283,2026-03-18,2026-03-17,I&TS,BUL-I&TS-499853,DEP-09000139,Macro-Created Report,Consent Exchange Offer,,Final,,Ironbridge Trust Ltd,S233668,TUTZBQQBM,BMTUTZBQQBM4,3C490TL,Y,REOR,702,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Blue,N
BR-0080284,2026-03-01,2026-02-28,I&TS,BUL-I&TS-803412,DEP-09000140,PDF Binder,Consent Solicitation,,Final,,Kestrel Properties SA,S204493,51Z8MX6JB,GB51Z8MX6JB9,2BZL536,Y,Broadridge,1110,N,N,Y,N,N,Closed,New,N,Y,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,N
BR-0080285,2026-03-07,2026-03-06,I&TS,BUL-I&TS-506535,DEP-09000140,Excel Conversion,Consent Solicitation,,Final,,Kestrel Properties SA,S204493,51Z8MX6JB,GB51Z8MX6JB9,2BZL536,Y,RCM,1114,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Red,N
BR-0080286,2026-03-10,2026-03-09,I&TS,BUL-I&TS-400279,DEP-09000140,PDF Binder,Consent Solicitation,,Update,,Kestrel Properties SA,S204493,51Z8MX6JB,GB51Z8MX6JB9,2BZL536,Y,RCM,1108,N,N,N,N,Y,Closed,Update,N,Y,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Black,N
BR-0080287,2025-06-04,2025-06-03,Euroclear,BUL-Euroclear-353388,DEP-09000141,Euroclear Daily Notice,Monthly Redemption Privilege,,Update,,Juniper Resources AG,S873587,H9GTF85MN,GBH9GTF85MN0,YXW8L2Y,Y,DSNet,2499,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,Y,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,Y
BR-0080288,2025-06-09,2025-06-08,Euroclear,BUL-Euroclear-423294,DEP-09000141,Euroclear Daily Notice,Monthly Redemption Privilege,,Final,,Juniper Resources AG,S873587,H9GTF85MN,GBH9GTF85MN0,YXW8L2Y,Y,RCM,2498,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,,Green,N
BR-0080289,2025-06-12,2025-06-11,Euroclear,BUL-Euroclear-658315,DEP-09000141,Euroclear Daily Notice,Monthly Redemption Privilege,,Final,,Juniper Resources AG,S873587,H9GTF85MN,GBH9GTF85MN0,YXW8L2Y,Y,RCM,2504,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,,Black,Y
BR-0080290,2025-10-24,2025-10-23,Euroclear,BUL-Euroclear-403493,DEP-09000142,Euroclear Daily Notice,Odd Lot Offer,,Final,,Evergreen Holdings Ltd,S623726,J38QTE4MI,BMJ38QTE4MI3,74GVLZR,Y,DSNet,1555,N,N,Y,N,N,On Hold,New,N,N,N,N,N,Y,Y,N,N,,Black,N
BR-0080291,2025-09-25,2025-09-24,CDS,BUL-CDS-920867,DEP-09000143,CDS Daily Bulletin,Warrant Exercise,,Initial,V,Zephyr Logistics plc,S462195,YSTBFXPUK,CAYSTBFXPUK3,4DS918Q,Y,DSNet,1228,N,N,N,N,N,Cancelled,New,N,N,N,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Blue,Y
BR-0080292,2025-10-02,2025-10-01,CDS,BUL-CDS-934547,DEP-09000143,CDS Daily Bulletin,Warrant Exercise,,Final,MWO,Zephyr Logistics plc,S462195,YSTBFXPUK,CAYSTBFXPUK3,4DS918Q,Y,RCM,1224,N,N,N,N,Y,Cancelled,Update,N,N,Y,N,N,Y,Y,Y,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,N
BR-0080293,2026-02-28,2026-02-27,CDS,BUL-CDS-878252,DEP-09000144,CDS Daily Bulletin,Warrant Exercise,,Update,V,Fairhaven Logistics AG,S951288,EKLS5ZYG2,CAEKLS5ZYG24,V78K3CX,Y,Broadridge,2008,N,N,Y,N,N,Released,New,N,N,N,N,Y,Y,Y,Y,N,,Black,N
